PARTICIPANT_ID,SCHEDULED_TS,OUTGOING,ASSERTIVE,COMPASSIONATE,POLITE,HARDWORKING,ORGANIZED,WORRIED,DEPRESSED,CREATIVE,CURIOUS,Class/Schoolwork,Paid/Volunteer Work,Using Social Media,Watching TV,Videogames,Reading the News,Eating,Exercising,Hobby,Errands,Driving/Commuting,Resting/Relaxing,Socializing,Spiritual,Friend,Romantic Partner,Roommate,Family member,Coworker,Customer,Casual Aquaintance,Stranger,Other,INTERACTING,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
s919218063,31-Jan-2024 10:00,5,2,5,6,3,4,3,1,4,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3.5,5.5,3.5,2,3.5
s919218063,30-Jan-2024 15:00,5,2,6,6,3,6,3,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3.5,6,4.5,3.5,4
s919218063,28-Jan-2024 22:30,3,3,5,5,3,4,5,2,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,5,3.5,3.5,3.5
s919218063,28-Jan-2024 12:30,1,1,3,4,1,2,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,1,3.5,1.5,2,1
s919218063,29-Jan-2024 22:30,5,3,5,5,6,6,3,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,5,6,2,5
s919218063,29-Jan-2024 12:30,4,3,5,5,4,4,3,1,2,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.5,5,4,2,3
s919218063,01-Feb-2024 20:00,6,3,7,6,7,5,3,1,6,6,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,4.5,6.5,6,2,6
s919218063,28-Jan-2024 17:30,2,1,4,5,1,2,1,2,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1.5,4.5,1.5,1.5,1
s919218063,26-Jan-2024 10:00,1,3,2,5,1,3,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3.5,2,5.5,1
s919218063,27-Jan-2024 17:30,2,2,4,5,1,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,2,4.5,1.5,1.5,1
s919218063,30-Jan-2024 20:00,4,3,5,5,6,5,3,2,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3.5,5,5.5,2.5,5
s919218063,01-Feb-2024 15:00,5,3,7,7,6,4,2,1,5,5,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4,7,5,1.5,5
s919218063,27-Jan-2024 20:00,1,1,4,5,1,1,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,4.5,1,2,1
s919218063,27-Jan-2024 10:00,1,2,4,4,1,2,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,1.5,4,1.5,2,1
s919218063,26-Jan-2024 15:00,2,1,4,6,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.5,5,1.5,2.5,1
s919218063,01-Feb-2024 12:30,7,3,5,6,2,4,2,1,7,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,5.5,3,1.5,5
s919218063,01-Feb-2024 22:30,7,4,7,5,7,7,1,1,7,6,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5.5,6,7,1,6.5
s919218063,31-Jan-2024 17:30,3,4,4,5,3,4,2,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.5,4.5,3.5,2,5.5
s919218063,31-Jan-2024 12:30,5,4,5,5,2,4,2,1,4,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.5,5,3,1.5,4
