PARTICIPANT_ID,SCHEDULED_TS,OUTGOING,ASSERTIVE,COMPASSIONATE,POLITE,HARDWORKING,ORGANIZED,WORRIED,DEPRESSED,CREATIVE,CURIOUS,Class/Schoolwork,Paid/Volunteer Work,Using Social Media,Watching TV,Videogames,Reading the News,Eating,Exercising,Hobby,Errands,Driving/Commuting,Resting/Relaxing,Socializing,Spiritual,Friend,Romantic Partner,Roommate,Family member,Coworker,Customer,Casual Aquaintance,Stranger,Other,INTERACTING,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
s701440278,31-Jan-2024 15:00,5,4,5,5,6,5,5,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.5,5,5.5,3.5,4.5
s701440278,29-Jan-2024 12:30,4,3,4,5,5,4,5,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3.5,4.5,4.5,3,3.5
s701440278,26-Jan-2024 15:00,2,3,3,5,5,5,3,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2.5,4,5,2.5,4
s701440278,28-Jan-2024 17:30,1,2,5,4,3,1,6,2,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5,4.5,2,4,2.5
s701440278,26-Jan-2024 10:00,4,4,4,5,5,5,3,2,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,4,4.5,5,2.5,3.5
s701440278,28-Jan-2024 20:00,5,3,5,4,3,5,5,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4.5,4,3.5,4
s701440278,28-Jan-2024 10:00,1,3,3,4,5,4,4,1,4,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,3.5,4.5,2.5,3.5
s701440278,30-Jan-2024 10:00,3,3,5,4,5,5,6,2,3,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,0,3,4.5,5,4,4
s701440278,01-Feb-2024 17:30,5,5,5,5,5,3,5,2,3,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,5,5,4,3.5,4.5
s701440278,27-Jan-2024 17:30,4,5,6,4,5,4,4,4,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.5,5,4.5,4,5
s701440278,29-Jan-2024 10:00,2,2,2,3,2,2,5,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,2,2.5,2,4,1
s701440278,29-Jan-2024 20:00,5,3,5,5,3,3,5,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,4,5,3,3.5,4
s701440278,29-Jan-2024 15:00,5,4,5,6,4,3,5,2,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.5,5.5,3.5,3.5,4
s701440278,26-Jan-2024 12:30,6,5,6,5,5,4,3,2,4,6,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,5.5,5.5,4.5,2.5,5
s701440278,01-Feb-2024 12:30,5,3,4,5,5,5,5,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4.5,5,3.5,5
s701440278,01-Feb-2024 22:30,4,4,5,5,5,5,3,1,5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,5,5,2,4.5
s701440278,25-Jan-2024 17:20,6,3,6,1,3,5,3,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,4.5,3.5,4,2,5.5
s701440278,28-Jan-2024 15:00,3,3,4,5,3,4,5,3,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4.5,3.5,4,4
